date,unemployment,cpi,ppi,country
2000-01-31,4.0,169.3,128.3,US
2000-02-29,4.1,170.0,129.8,US
2000-03-31,4.0,171.0,130.8,US
2000-04-30,3.8,170.9,130.7,US
2000-05-31,4.0,171.2,131.6,US
2000-06-30,4.0,172.2,133.8,US
2000-07-31,4.0,172.7,133.7,US
2000-08-31,4.1,172.7,132.9,US
2000-09-30,3.9,173.6,134.7,US
2000-10-31,3.9,173.9,135.4,US
2000-11-30,3.9,174.2,135.0,US
2000-12-31,3.9,174.6,136.2,US
2001-01-31,4.2,175.6,140.0,US
2001-02-28,4.2,176.0,137.4,US
2001-03-31,4.3,176.1,135.9,US
2001-04-30,4.4,176.4,136.4,US
2001-05-31,4.3,177.3,136.8,US
2001-06-30,4.5,177.7,135.5,US
2001-07-31,4.6,177.4,133.4,US
2001-08-31,4.9,177.4,133.4,US
2001-09-30,5.0,178.1,133.3,US
2001-10-31,5.3,177.6,130.3,US
2001-11-30,5.5,177.5,129.8,US
2001-12-31,5.7,177.4,128.1,US
2002-01-31,5.7,177.7,128.5,US
2002-02-28,5.7,178.0,128.4,US
2002-03-31,5.7,178.5,129.8,US
2002-04-30,5.9,179.3,130.8,US
2002-05-31,5.8,179.5,130.8,US
2002-06-30,5.8,179.6,130.9,US
2002-07-31,5.8,180.0,131.2,US
2002-08-31,5.7,180.5,131.5,US
2002-09-30,5.7,180.8,132.3,US
2002-10-31,5.7,181.2,133.2,US
2002-11-30,5.9,181.5,133.1,US
2002-12-31,6.0,181.8,132.9,US
2003-01-31,5.8,182.6,135.3,US
2003-02-28,5.9,183.6,137.6,US
2003-03-31,5.9,183.9,141.2,US
2003-04-30,6.0,183.2,136.8,US
2003-05-31,6.1,182.9,136.7,US
2003-06-30,6.3,183.1,138.0,US
2003-07-31,6.2,183.7,137.7,US
2003-08-31,6.1,184.5,138.0,US
2003-09-30,6.1,185.1,138.5,US
2003-10-31,6.0,184.9,139.3,US
2003-11-30,5.8,185.0,138.9,US
2003-12-31,5.7,185.5,139.5,US
2004-01-31,5.7,186.3,141.4,US
2004-02-29,5.6,186.7,142.1,US
2004-03-31,5.8,187.1,143.1,US
2004-04-30,5.6,187.4,144.8,US
2004-05-31,5.6,188.2,146.8,US
2004-06-30,5.6,188.9,147.2,US
2004-07-31,5.5,189.1,147.4,US
2004-08-31,5.4,189.2,148.0,US
2004-09-30,5.4,189.8,147.7,US
2004-10-31,5.5,190.8,150.0,US
2004-11-30,5.4,191.7,151.4,US
2004-12-31,5.4,191.7,150.2,US
2005-01-31,5.3,191.6,150.9,US
2005-02-28,5.4,192.4,151.6,US
2005-03-31,5.2,193.1,153.7,US
2005-04-30,5.2,193.7,155.0,US
2005-05-31,5.1,193.6,154.3,US
2005-06-30,5.0,193.7,154.3,US
2005-07-31,5.0,194.9,156.3,US
2005-08-31,4.9,196.1,157.6,US
2005-09-30,5.0,198.8,162.2,US
2005-10-31,5.0,199.1,166.2,US
2005-11-30,5.0,198.1,163.7,US
2005-12-31,4.9,198.1,163.0,US
2006-01-31,4.7,199.3,164.3,US
2006-02-28,4.8,199.4,161.8,US
2006-03-31,4.7,199.7,162.2,US
2006-04-30,4.7,200.7,164.3,US
2006-05-31,4.6,201.3,165.8,US
2006-06-30,4.6,201.8,166.1,US
2006-07-31,4.7,202.9,166.8,US
2006-08-31,4.7,203.8,167.9,US
2006-09-30,4.5,202.8,165.4,US
2006-10-31,4.4,201.9,162.2,US
2006-11-30,4.5,202.0,164.6,US
2006-12-31,4.4,203.1,165.6,US
2007-01-31,4.6,203.437,164.0,US
2007-02-28,4.5,204.226,166.8,US
2007-03-31,4.4,205.288,169.3,US
2007-04-30,4.5,205.904,171.4,US
2007-05-31,4.4,206.755,173.3,US
2007-06-30,4.6,207.234,173.8,US
2007-07-31,4.7,207.603,175.1,US
2007-08-31,4.6,207.667,172.4,US
2007-09-30,4.7,208.547,173.5,US
2007-10-31,4.7,209.19,174.7,US
2007-11-30,4.7,210.834,179.0,US
2007-12-31,5.0,211.445,178.6,US
2008-01-31,5.0,212.174,181.0,US
2008-02-29,4.9,212.687,182.7,US
2008-03-31,5.1,213.448,187.9,US
2008-04-30,5.0,213.942,190.9,US
2008-05-31,5.4,215.208,196.6,US
2008-06-30,5.6,217.463,200.5,US
2008-07-31,5.8,219.016,205.5,US
2008-08-31,6.1,218.69,199.0,US
2008-09-30,6.1,218.877,196.9,US
2008-10-31,6.5,216.995,186.4,US
2008-11-30,6.8,213.153,176.8,US
2008-12-31,7.3,211.398,170.9,US
2009-01-31,7.8,211.933,171.2,US
2009-02-28,8.3,212.705,169.3,US
2009-03-31,8.7,212.495,168.1,US
2009-04-30,9.0,212.709,169.1,US
2009-05-31,9.4,213.022,170.8,US
2009-06-30,9.5,214.79,174.1,US
2009-07-31,9.5,214.726,172.5,US
2009-08-31,9.6,215.445,175.0,US
2009-09-30,9.8,215.861,174.1,US
2009-10-31,10.0,216.509,175.2,US
2009-11-30,9.9,217.234,177.4,US
2009-12-31,9.9,217.347,178.1,US
2010-01-31,9.8,217.488,181.9,US
2010-02-28,9.8,217.281,181.0,US
2010-03-31,9.9,217.353,183.3,US
2010-04-30,9.9,217.403,184.4,US
2010-05-31,9.6,217.29,184.8,US
2010-06-30,9.4,217.199,183.5,US
2010-07-31,9.4,217.605,184.1,US
2010-08-31,9.5,217.923,184.9,US
2010-09-30,9.5,218.275,184.9,US
2010-10-31,9.4,219.035,186.6,US
2010-11-30,9.8,219.59,187.7,US
2010-12-31,9.3,220.472,189.7,US
2011-01-31,9.1,221.187,192.7,US
2011-02-28,9.0,221.898,195.8,US
2011-03-31,9.0,223.046,199.2,US
2011-04-30,9.1,224.093,203.1,US
2011-05-31,9.0,224.806,204.1,US
2011-06-30,9.1,224.806,203.9,US
2011-07-31,9.0,225.395,204.6,US
2011-08-31,9.0,226.106,203.2,US
2011-09-30,9.0,226.597,203.7,US
2011-10-31,8.8,226.75,201.1,US
2011-11-30,8.6,227.169,201.4,US
2011-12-31,8.5,227.223,199.8,US
2012-01-31,8.3,227.842,200.7,US
2012-02-29,8.3,228.329,201.6,US
2012-03-31,8.2,228.807,204.2,US
2012-04-30,8.2,229.187,203.7,US
2012-05-31,8.2,228.713,201.9,US
2012-06-30,8.2,228.524,199.8,US
2012-07-31,8.2,228.59,200.1,US
2012-08-31,8.1,229.918,202.7,US
2012-09-30,7.8,231.015,204.4,US
2012-10-31,7.8,231.638,203.5,US
2012-11-30,7.7,231.249,201.8,US
2012-12-31,7.9,231.221,201.5,US
2013-01-31,8.0,231.679,202.5,US
2013-02-28,7.7,232.937,204.3,US
2013-03-31,7.5,232.282,204.0,US
2013-04-30,7.6,231.797,203.5,US
2013-05-31,7.5,231.893,204.1,US
2013-06-30,7.5,232.445,204.3,US
2013-07-31,7.3,232.9,204.4,US
2013-08-31,7.2,233.456,204.2,US
2013-09-30,7.2,233.544,203.9,US
2013-10-31,7.2,233.669,202.5,US
2013-11-30,6.9,234.1,201.2,US
2013-12-31,6.7,234.719,202.0,US
2014-01-31,6.6,235.288,203.8,US
2014-02-28,6.7,235.547,205.7,US
2014-03-31,6.7,236.028,207.0,US
2014-04-30,6.2,236.468,208.3,US
2014-05-31,6.3,236.918,208.0,US
2014-06-30,6.1,237.231,208.3,US
2014-07-31,6.2,237.498,208.0,US
2014-08-31,6.1,237.46,207.0,US
2014-09-30,5.9,237.477,206.4,US
2014-10-31,5.7,237.43,203.4,US
2014-11-30,5.8,236.983,200.9,US
2014-12-31,5.6,236.252,197.0,US
2015-01-31,5.7,234.747,192.0,US
2015-02-28,5.5,235.342,191.1,US
2015-03-31,5.4,235.976,191.5,US
2015-04-30,5.4,236.222,190.9,US
2015-05-31,5.6,237.001,193.4,US
2015-06-30,5.3,237.657,194.8,US
2015-07-31,5.2,238.034,193.9,US
2015-08-31,5.1,238.033,191.9,US
2015-09-30,5.0,237.498,189.1,US
2015-10-31,5.0,237.733,187.5,US
2015-11-30,5.1,238.017,185.7,US
2015-12-31,5.0,237.761,183.5,US
2016-01-31,4.8,237.652,182.6,US
2016-02-29,4.9,237.336,181.3,US
2016-03-31,5.0,238.08,182.1,US
2016-04-30,5.1,238.992,183.2,US
2016-05-31,4.8,239.557,185.3,US
2016-06-30,4.9,240.222,187.6,US
2016-07-31,4.8,240.101,187.7,US
2016-08-31,4.9,240.545,186.6,US
2016-09-30,5.0,241.176,186.9,US
2016-10-31,4.9,241.741,186.7,US
2016-11-30,4.7,242.026,186.3,US
2016-12-31,4.7,242.637,188.2,US
2017-01-31,4.7,243.618,190.7,US
2017-02-28,4.6,244.006,191.6,US
2017-03-31,4.4,243.892,191.5,US
2017-04-30,4.4,244.193,193.0,US
2017-05-31,4.4,244.004,192.8,US
2017-06-30,4.3,244.163,193.6,US
2017-07-31,4.3,244.243,193.5,US
2017-08-31,4.4,245.183,193.8,US
2017-09-30,4.3,246.435,194.8,US
2017-10-31,4.2,246.626,194.9,US
2017-11-30,4.2,247.284,195.9,US
2017-12-31,4.1,247.805,196.3,US
2018-01-31,4.0,248.859,197.9,US
2018-02-28,4.1,249.529,199.3,US
2018-03-31,4.0,249.577,199.3,US
2018-04-30,4.0,250.227,200.3,US
2018-05-31,3.8,250.792,203.2,US
2018-06-30,4.0,251.018,204.2,US
2018-07-31,3.8,251.214,204.3,US
2018-08-31,3.8,251.663,203.4,US
2018-09-30,3.7,252.182,203.6,US
2018-10-31,3.8,252.772,204.6,US
2018-11-30,3.8,252.594,202.3,US
2018-12-31,3.9,252.767,201.0,US
2019-01-31,4.0,252.561,199.1,US
2019-02-28,3.8,253.319,199.2,US
2019-03-31,3.8,254.277,200.8,US
2019-04-30,3.7,255.233,202.1,US
2019-05-31,3.6,255.296,201.7,US
2019-06-30,3.6,255.213,200.3,US
2019-07-31,3.7,255.802,200.7,US
2019-08-31,3.6,256.036,199.2,US
2019-09-30,3.5,256.43,198.4,US
2019-10-31,3.6,257.155,198.6,US
2019-11-30,3.6,257.879,199.0,US
2019-12-31,3.6,258.63,199.0,US
2020-01-31,3.6,259.127,199.3,US
2020-02-29,3.5,259.25,196.7,US
2020-03-31,4.4,258.076,193.1,US
2020-04-30,14.8,256.032,185.5,US
2020-05-31,13.2,255.802,188.6,US
2020-06-30,11.0,257.042,191.2,US
2020-07-31,10.2,258.352,193.0,US
2020-08-31,8.4,259.316,194.3,US
2020-09-30,7.8,259.997,195.5,US
2020-10-31,6.9,260.319,196.5,US
2020-11-30,6.7,260.911,198.3,US
2020-12-31,6.7,262.045,200.5,US
2021-01-31,6.4,262.687,204.8,US
2021-02-28,6.2,263.579,210.6,US
2021-03-31,6.1,264.961,215.0,US
2021-04-30,6.1,266.614,217.9,US
2021-05-31,5.8,268.383,224.9,US
2021-06-30,5.9,270.654,228.9,US
2021-07-31,5.4,271.903,231.85,US
2021-08-31,5.1,272.676,233.415,US
2021-09-30,4.7,273.91,235.678,US
2021-10-31,4.5,276.55,240.465,US
2021-11-30,4.1,278.919,243.287,US
2021-12-31,3.9,280.845,241.338,US
2022-01-31,4.0,282.543,246.453,US
2022-02-28,3.9,284.5,252.66,US
2022-03-31,3.7,287.674,260.014,US
2022-04-30,3.7,288.561,265.31,US
2022-05-31,3.6,291.298,273.251,US
2022-06-30,3.6,294.957,280.251,US
2022-07-31,3.5,294.913,272.274,US
2022-08-31,3.6,295.097,269.546,US
2022-09-30,3.5,296.349,267.898,US
2022-10-31,3.6,298.007,265.061,US
2022-11-30,3.6,298.786,263.157,US
2022-12-31,3.5,298.832,257.897,US
2023-01-31,3.5,300.42,260.227,US
2023-02-28,3.6,301.45,258.669,US
2023-03-31,3.5,301.821,257.062,US
2023-04-30,3.4,302.845,256.908,US
2023-05-31,3.6,303.334,253.67,US
2023-06-30,3.6,304.014,253.86,US
2023-07-31,3.5,304.609,253.835,US
2023-08-31,3.7,306.082,257.68,US
2023-09-30,3.7,307.276,258.934,US
2023-10-31,3.9,307.696,255.192,US
2023-11-30,3.7,308.148,252.856,US
2023-12-31,3.8,308.741,249.866,US
2024-01-31,3.7,309.698,251.306,US
2000-01-31,6.8,75.2652298658838,,CA
2000-02-29,6.8,75.8257156202042,,CA
2000-03-31,6.8,76.1459931941016,,CA
2000-04-30,6.8,75.9057850136785,,CA
2000-05-31,6.7,76.3061319810502,,CA
2000-06-30,6.8,77.0267565223194,,CA
2000-07-31,6.8,77.0267565223194,,CA
2000-08-31,7.1,76.946687128845,,CA
2000-09-30,7.0,77.186895309268,,CA
2000-10-31,7.1,77.2669647027424,,CA
2000-11-30,7.0,77.3470340962167,,CA
2000-12-31,6.9,77.4271034896911,,CA
2001-01-31,6.9,77.5071728831654,,CA
2001-02-28,7.0,77.9075198505371,,CA
2001-03-31,7.2,78.0676586374858,,CA
2001-04-30,7.2,78.7882831787549,,CA
2001-05-31,7.0,79.1085607526523,,CA
2001-06-30,7.2,78.7082137852806,,CA
2001-07-31,7.2,78.7882831787549,,CA
2001-08-31,7.3,78.8683525722292,,CA
2001-09-30,7.2,78.7882831787549,,CA
2001-10-31,7.3,78.4680056048575,,CA
2001-11-30,7.5,78.3078668179089,,CA
2001-12-31,8.1,78.5480749983319,,CA
2002-01-31,8.2,78.5480749983319,,CA
2002-02-28,8.0,79.1886301461266,,CA
2002-03-31,8.0,79.268699539601,,CA
2002-04-30,7.8,79.6690465069727,,CA
2002-05-31,7.8,79.508907720024,,CA
2002-06-30,7.7,79.9092546873958,,CA
2002-07-31,7.7,80.5498098351905,,CA
2002-08-31,7.5,80.6298792286648,,CA
2002-09-30,7.6,80.5498098351905,,CA
2002-10-31,7.6,80.8700874090879,,CA
2002-11-30,7.6,81.0302261960366,,CA
2002-12-31,7.6,81.1102955895109,,CA
2003-01-31,7.5,81.5106425568826,,CA
2003-02-28,7.5,82.3914058851004,,CA
2003-03-31,7.5,82.4714752785748,,CA
2003-04-30,7.7,81.83092013078,,CA
2003-05-31,7.9,81.9109895242543,,CA
2003-06-30,7.7,81.7508507373056,,CA
2003-07-31,7.8,81.9109895242543,,CA
2003-08-31,7.9,81.9910589177287,,CA
2003-09-30,7.9,81.9109895242543,,CA
2003-10-31,7.6,81.9109895242543,,CA
2003-11-30,7.5,82.1511977046774,,CA
2003-12-31,7.4,82.1511977046774,,CA
2004-01-31,7.4,82.5515446720491,,CA
2004-02-29,7.4,82.8718222459465,,CA
2004-03-31,7.4,83.0319610328952,,CA
2004-04-30,7.3,83.0319610328952,,CA
2004-05-31,7.2,83.7525855741643,,CA
2004-06-30,7.3,83.7525855741643,,CA
2004-07-31,7.1,83.5924467872156,,CA
2004-08-31,7.1,83.5924467872156,,CA
2004-09-30,7.0,83.8326549676386,,CA
2004-10-31,7.1,84.3130713284847,,CA
2004-11-30,7.3,84.3130713284847,,CA
2004-12-31,7.2,84.152932541536,,CA
2005-01-31,7.0,84.152932541536,,CA
2005-02-28,7.1,84.393140721959,,CA
2005-03-31,7.0,85.0336958697538,,CA
2005-04-30,6.8,85.0336958697538,,CA
2005-05-31,7.0,85.1938346567025,,CA
2005-06-30,6.9,85.4340428371255,,CA
2005-07-31,6.8,85.5141122305999,,CA
2005-08-31,6.8,85.9144591979716,,CA
2005-09-30,6.8,86.6350837392407,,CA
2005-10-31,6.8,86.0745979849203,,CA
2005-11-30,6.4,86.0745979849203,,CA
2005-12-31,6.6,85.9144591979716,,CA
2006-01-31,6.8,86.3948755588176,,CA
2006-02-28,6.6,86.3948755588176,,CA
2006-03-31,6.5,86.6350837392407,,CA
2006-04-30,6.5,87.1955694935611,,CA
2006-05-31,6.3,87.2756388870354,,CA
2006-06-30,6.3,87.1155001000868,,CA
2006-07-31,6.6,87.1955694935611,,CA
2006-08-31,6.5,87.1955694935611,,CA
2006-09-30,6.5,86.7952225261894,,CA
2006-10-31,6.4,86.9553613131381,,CA
2006-11-30,6.6,87.0354307066124,,CA
2006-12-31,6.4,86.9553613131381,,CA
2007-01-31,6.4,87.0354307066124,,CA
2007-02-28,6.3,87.6759858544071,,CA
2007-03-31,6.3,88.3165410022019,,CA
2007-04-30,6.3,88.4766797891506,,CA
2007-05-31,6.2,88.7168879695736,,CA
2007-06-30,6.2,88.4766797891506,,CA
2007-07-31,6.1,88.4766797891506,,CA
2007-08-31,6.0,88.0763328217789,,CA
2007-09-30,6.2,88.3966103956762,,CA
2007-10-31,6.1,88.3966103956762,,CA
2007-11-30,6.2,88.6368185760993,,CA
2007-12-31,6.2,88.8770267565223,,CA
2008-01-31,6.1,88.7168879695736,,CA
2008-02-29,6.1,89.1172349369454,,CA
2008-03-31,6.1,89.277373723894,,CA
2008-04-30,6.2,89.8378594782145,,CA
2008-05-31,6.2,90.7986921999066,,CA
2008-06-30,6.3,91.118969773804,,CA
2008-07-31,6.2,91.1990391672783,,CA
2008-08-31,6.2,90.7186228064322,,CA
2008-09-30,6.5,91.118969773804,,CA
2008-10-31,6.6,90.3983452325349,,CA
2008-11-30,6.8,89.9979982651631,,CA
2008-12-31,7.1,89.5175819043171,,CA
2009-01-31,7.7,89.4375125108427,,CA
2009-02-28,8.3,89.9979982651631,,CA
2009-03-31,8.6,90.2382064455862,,CA
2009-04-30,8.6,90.3983452325349,,CA
2009-05-31,8.8,91.1990391672783,,CA
2009-06-30,8.8,91.5193167411757,,CA
2009-07-31,8.9,91.118969773804,,CA
2009-08-31,8.9,91.2791085607526,,CA
2009-09-30,8.5,91.118969773804,,CA
2009-10-31,8.6,91.0389003803296,,CA
2009-11-30,8.6,91.59938613465,,CA
2009-12-31,8.6,91.2791085607526,,CA
2010-01-31,8.5,91.2791085607526,,CA
2010-02-28,8.5,91.4392473477014,,CA
2010-03-31,8.5,91.6794555281244,,CA
2010-04-30,8.3,91.9196637085474,,CA
2010-05-31,8.3,91.9997331020218,,CA
2010-06-30,8.1,91.9196637085474,,CA
2010-07-31,8.3,91.6794555281244,,CA
2010-08-31,8.4,91.6794555281244,,CA
2010-09-30,8.2,91.9196637085474,,CA
2010-10-31,8.1,92.3200106759191,,CA
2010-11-30,7.9,92.5602188563422,,CA
2010-12-31,7.9,92.7203576432908,,CA
2011-01-31,7.9,93.1207046106626,,CA
2011-02-28,7.9,93.2808433976113,,CA
2011-03-31,8.0,94.5619536932008,,CA
2011-04-30,7.9,94.7220924801495,,CA
2011-05-31,7.8,94.9623006605725,,CA
2011-06-30,7.8,94.4018149062521,,CA
2011-07-31,7.6,94.4818842997264,,CA
2011-08-31,7.5,94.6420230866751,,CA
2011-09-30,7.6,94.8021618736238,,CA
2011-10-31,7.6,95.1224394475212,,CA
2011-11-30,7.7,95.2825782344699,,CA
2011-12-31,7.6,94.8021618736238,,CA
2012-01-31,7.8,95.6028558083672,,CA
2012-02-29,7.7,96.0832721692133,,CA
2012-03-31,7.4,96.4035497431107,,CA
2012-04-30,7.5,96.8038967104824,,CA
2012-05-31,7.6,96.6437579235337,,CA
2012-06-30,7.5,96.243410956162,,CA
2012-07-31,7.4,96.243410956162,,CA
2012-08-31,7.5,96.483619136585,,CA
2012-09-30,7.4,96.483619136585,,CA
2012-10-31,7.4,96.8038967104824,,CA
2012-11-30,7.4,96.7238273170081,,CA
2012-12-31,7.3,96.1633415626876,,CA
2013-01-31,7.2,96.1633415626876,,CA
2013-02-28,7.1,97.4444518582772,,CA
2013-03-31,7.3,97.2042436778542,,CA
2013-04-30,7.3,97.2042436778542,,CA
2013-05-31,7.2,97.3643824648028,,CA
2013-06-30,7.3,97.2042436778542,,CA
2013-07-31,7.4,97.2843130713285,,CA
2013-08-31,7.3,97.2843130713285,,CA
2013-09-30,7.3,97.2843130713285,,CA
2013-10-31,7.4,97.2042436778542,,CA
2013-11-30,7.3,97.3643824648028,,CA
2013-12-31,7.5,97.0441048909054,,CA
2014-01-31,7.4,97.2843130713285,,CA
2014-02-28,7.4,97.9248682191232,,CA
2014-03-31,7.2,98.1650763995463,,CA
2014-04-30,7.2,98.6454927603924,,CA
2014-05-31,7.4,98.8857009408154,,CA
2014-06-30,7.3,98.9657703342897,,CA
2014-07-31,7.2,98.8857009408154,,CA
2014-08-31,7.1,99.0458397277641,,CA
2014-09-30,7.2,99.1259091212384,,CA
2014-10-31,7.0,99.3661173016614,,CA
2014-11-30,6.9,99.1259091212384,,CA
2014-12-31,6.7,98.4052845799693,,CA
2015-01-31,6.9,98.4052845799693,,CA
2015-02-28,7.0,99.3661173016614,,CA
2015-03-31,7.0,99.9266030559819,,CA
